id,county,constituency_code,constituency,constituency_name,office_location,landmark,distance_from_landmark,clean_office_location,direction_type,direction_landmark,direction_distance,landmark_type,landmark_subtype,geocode_queries,geocode_query,latitude,longitude,geocode_method,geocode_confidence,accuracy_meters,formatted_address,successful_geocode_query,total_queries_tried,geocode_status,source,verified,notes,result_type,importance_score,geom,created_at,updated_at,verified_latitude,verified_longitude,verified_at,verifier_id,verification_source,contributor_image_url,confidence_score,created_from_contribution_id,image_url,submission_source,submission_method,verified_by,linked_contribution_ids,elevation_meters,isochrone_15min,isochrone_30min,isochrone_45min,landmark_normalized,landmark_source,walking_effort,geocode_verified,geocode_verified_at,multi_source_confidence
137,TRANS NZOIA,137,ENDEBESS,ENDEBESS,Endebess Centre,DCC's Office,150,Endebess,,,,Building,,"[""Endebess Centre opposite DCC's Office, ENDEBESS, TRANS NZOIA, Kenya"", ""DCC's Office, ENDEBESS, TRANS NZOIA, Kenya"", ""IEBC ENDEBESS office, TRANS NZOIA, Kenya"", ""Endebess Centre, ENDEBESS, TRANS NZOIA, Kenya"", ""ENDEBESS IEBC office, TRANS NZOIA County, Kenya"", ""ENDEBESS Town, TRANS NZOIA, Kenya""]","Endebess Centre near DCC's Office, ENDEBESS, TRANS NZOIA, Kenya",1.07151,34.824389,provider_refined:locationiq,0.3625,500,"Kenya Bankers Sacco Society Ltd,3rd Avenue Ngong,Nairobi,P. O. BOX 41362","Endebess Centre near DCC's Office, ENDEBESS, TRANS NZOIA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ENDEBESS to ENDEBESS (Score 100).,single_source,0.3625,0101000020E61000005017299485694140306475ABE724F13F,2026-02-27 00:02:54.891136+00,2026-03-12 17:54:07.805449+00,,,,,,,36,,,,,,,,,,,Dcc'S Office,PDF,moderate,false,,0.3625
31,GARISSA,31,FAFI,FAFI,Next To Dc’s Office,DC's Office,,Dc’s,next to,,,Building,,"[""Next To Dc\u2019s Office opposite DC's Office, FAFI, GARISSA, Kenya"", ""DC's Office, FAFI, GARISSA, Kenya"", ""IEBC FAFI office, GARISSA, Kenya"", ""Next To Dc\u2019s Office, FAFI, GARISSA, Kenya"", ""FAFI IEBC office, GARISSA County, Kenya"", ""FAFI Town, GARISSA, Kenya""]",,-0.42231,40.21347,tomtom,0.61925053596,500,"Fafi, North Eastern",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched FAFI to FAFI (Score 100).,,,0101000020E6100000AC5626FC521B44404985B1852007DBBF,2026-02-26 23:47:38.982278+00,2026-03-12 18:59:51.9544+00,,,,,,,,,,,,,,,,,,Dc'S Office,PDF,moderate,false,,
230,BUSIA,230,FUNYULA,FUNYULA,Funyula market,Moody Awori Primary School,20,Funyula market,,,,Building,,"[""Funyula market opposite Moody Awori Primary School, FUNYULA, BUSIA, Kenya"", ""Moody Awori Primary School, FUNYULA, BUSIA, Kenya"", ""IEBC FUNYULA office, BUSIA, Kenya"", ""Funyula market, FUNYULA, BUSIA, Kenya"", ""FUNYULA IEBC office, BUSIA County, Kenya"", ""FUNYULA Town, BUSIA, Kenya""]",,0.27896,34.11869,county_center_offset,0.3,500,Busia County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched FUNYULA to FUNYULA (Score 100).,,,0101000020E61000005E2EE23B310F41402619390B7BDAD13F,2026-02-26 23:52:42.682926+00,2026-03-12 19:43:03.111331+00,,,,,,,,,,,,,,,,,,Moody Awori Primary School,PDF,moderate,false,,
19,TANA RIVER,19,GALOLE,GALOLE,Hola Town,Kenya Medical Training,50,Hola,,,,Building,,"[""Hola Town opposite Kenya Medical Training, GALOLE, TANA RIVER, Kenya"", ""Kenya Medical Training, GALOLE, TANA RIVER, Kenya"", ""IEBC GALOLE office, TANA RIVER, Kenya"", ""Hola Town, GALOLE, TANA RIVER, Kenya"", ""GALOLE IEBC office, TANA RIVER County, Kenya"", ""GALOLE Town, TANA RIVER, Kenya""]","Hola Town opposite Kenya Medical Training on the main road, GALOLE, TANA RIVER, Kenya",-1.49755304760694,40.0344797214203,provider_refined:nominatim,0.355555555555556,500,"Lower Main Road,Salt River,Cape Town Ward 115,City of Cape Town,Western Cape,7295,South Africa And Lesotho","Hola Town opposite Kenya Medical Training on the main road, GALOLE, TANA RIVER, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GALOLE to GALOLE (Score 100).,single_source,0.355555555555556,0101000020E61000000CF0DDD46904444076F3372FFAF5F7BF,2026-02-26 23:47:21.475088+00,2026-03-12 16:44:49.633354+00,,,,,,,35,,,,,,,,,,,Kenya Medical Training,PDF,moderate,false,,0.355555555555556
15,KILIFI,15,GANZE,GANZE,Ganze Town,Ganze Sub-County Police HQ,,Ganze,,,,Building,,"[""Ganze Town opposite Ganze Sub-County Police HQ, GANZE, KILIFI, Kenya"", ""Ganze Sub-County Police HQ, GANZE, KILIFI, Kenya"", ""IEBC GANZE office, KILIFI, Kenya"", ""Ganze Town, GANZE, KILIFI, Kenya"", ""GANZE IEBC office, KILIFI County, Kenya"", ""GANZE Town, KILIFI, Kenya""]",,-3.54324,39.6912,multi_source_consensus,0.61924247742,500,"Ganze, Coast",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GANZE to GANZE (Score 100).,,,0101000020E6100000637FD93D79D8434046088F368E580CC0,2026-02-26 23:47:16.472977+00,2026-03-12 18:36:03.183818+00,,,,,,,,,,,,,,,,,,Ganze Sub-County Police Hq,PDF,moderate,true,2026-03-12 02:11:24.727048+00,0.78
27,GARISSA,27,GARISSA TOWNSHIP,GARISSA TOWNSHIP,"Off Lamu Road, Behind Ministry Of Water Garage",Ministry of Water Garage,,"Off Lamu Road, Ministry Of Water Garage",behind,,,Building,,"[""Off Lamu Road, Behind Ministry Of Water Garage opposite Ministry of Water Garage, GARISSA TOWNSHIP, GARISSA, Kenya"", ""Ministry of Water Garage, GARISSA TOWNSHIP, GARISSA, Kenya"", ""IEBC GARISSA TOWNSHIP office, GARISSA, Kenya"", ""Off Lamu Road, Behind Ministry Of Water Garage, GARISSA TOWNSHIP, GARISSA, Kenya"", ""GARISSA TOWNSHIP IEBC office, GARISSA County, Kenya"", ""GARISSA TOWNSHIP Town, GARISSA, Kenya""]","GARISSA TOWNSHIP, GARISSA, Kenya",-0.46271,39.63904,multi_source_crossvalidated,0.78,500,"Garissa Township, Garissa, Kenya","GARISSA TOWNSHIP, GARISSA, Kenya",6,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GARISSA TOWNSHIP to GARISSA TOWNSHIP (Score 100).,single_source,0.3264036,0101000020E6100000FD6A0E10CCD14340E90E62670A9DDDBF,2026-02-26 23:47:34.227936+00,2026-03-12 20:11:06.330119+00,,,,,,,32,,,,,,,,,,,Ministry Of Water Garage,PDF,moderate,true,2026-03-12 02:12:59.309498+00,0.3264036
18,TANA RIVER,18,GARSEN,GARSEN,Garsen Town,KCB Bank,100,Garsen,,,,Building,,"[""Garsen Town opposite KCB Bank, GARSEN, TANA RIVER, Kenya"", ""KCB Bank, GARSEN, TANA RIVER, Kenya"", ""IEBC GARSEN office, TANA RIVER, Kenya"", ""Garsen Town, GARSEN, TANA RIVER, Kenya"", ""GARSEN IEBC office, TANA RIVER County, Kenya"", ""GARSEN Town, TANA RIVER, Kenya""]",,-2.265551,40.10975,provider_refined:nominatim,0.65,500,"Garsen Town, Garsen, Tana River, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GARSEN to GARSEN (Score 100).,,,0101000020E6100000355EBA490C0E44405B5CE333D91F02C0,2026-02-26 23:47:20.245932+00,2026-03-12 18:54:28.99136+00,,,,,,,,,,,,,,,,,,Kcb Bank,PDF,moderate,false,,
110,MURANGA,110,GATANGA,GATANGA,Kirwara Town,Opposite Kirwara Police Station,20,Kirwara,opposite,Kirwara Police Station,,station,,"[""GATANGA IEBC office MURANGA county Kenya"", ""Kirwara Town, GATANGA, MURANGA County, Kenya"", ""Kirwara Town Opposite Kirwara Police Station, MURANGA County, Kenya"", ""Opposite Kirwara Police Station, GATANGA, MURANGA County, Kenya"", ""Kirwara, MURANGA County, Kenya"", ""GATANGA Town, MURANGA County, Kenya""]","Opposite Kirwara Police Station, GATANGA, MURANGA County, Kenya",-0.95736,37.11028,multi_source_crossvalidated,0.78,500,"Kirinyaga, Central, Kenya","Opposite Kirwara Police Station, GATANGA, MURANGA County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 2 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E610000092B3B0A71D8E424034F44F70B1A2EEBF,2025-10-10 19:01:23.73875+00,2026-03-12 21:08:48.0629+00,,,2026-01-07 14:22:50.122932+00,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Opposite Kirwara Police Station,PDF,moderate,true,2026-03-12 20:57:12.015295+00,0.78
112,KIAMBU,112,GATUNDU NORTH,GATUNDU NORTH,Kamwangi,DCC Office Kamwangi,,Kamwangi,,,,Building,,"[""Kamwangi opposite DCC Office Kamwangi, GATUNDU NORTH, KIAMBU, Kenya"", ""DCC Office Kamwangi, GATUNDU NORTH, KIAMBU, Kenya"", ""IEBC GATUNDU NORTH office, KIAMBU, Kenya"", ""Kamwangi, GATUNDU NORTH, KIAMBU, Kenya"", ""GATUNDU NORTH IEBC office, KIAMBU County, Kenya"", ""GATUNDU NORTH Town, KIAMBU, Kenya""]",,-0.9521,36.9137,provider_refined:nominatim,0.65,500,"Kamwangi, Chania ward, Gatundu North, Kiambu, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GATUNDU NORTH to GATUNDU NORTH (Score 100).,,,0101000020E6100000772D211FF4744240F2B0506B9A77EEBF,2026-02-27 00:02:06.514289+00,2026-03-12 20:05:22.412109+00,,,,,,,,,,,,,,,,,,Dcc Office Kamwangi,PDF,moderate,false,,
111,KIAMBU,111,GATUNDU SOUTH,GATUNDU SOUTH,DCC Compound,Gatundu Level 5 Hospital,100,Compound,at,Gatundu Level 5 Hospital,,hospital,,"[""GATUNDU SOUTH IEBC office KIAMBU county Kenya""]",GATUNDU SOUTH IEBC office KIAMBU county Kenya,-1.0185,36.9058,multi_source_crossvalidated,0.82,500,Gatundu  Survey  Office Mega Mapping Survey Solutions,GATUNDU SOUTH IEBC office KIAMBU county Kenya,1,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GATUNDU SOUTH to GATUNDU SOUTH (Score 100).,multi_source_consensus,,0101000020E6100000C05B2041F1734240B29DEFA7C64BF0BF,2026-02-27 00:02:08.581815+00,2026-03-13 18:50:48.557077+00,,,,,,,82,,,,,,,,,,,Gatundu Level 5 Hospital,PDF,moderate,true,2026-03-13 02:28:19.797718+00,0.82
235,SIAYA,235,GEM,GEM,Nyangweso Market Centre - Adjacent Sawagongo High School,Sawagongo High School,,Nyangweso Market - Adjacent Sawagongo High School,adjacent,Sawagongo High School,,school,,"[""GEM IEBC office SIAYA county Kenya""]",GEM IEBC office SIAYA county Kenya,0.0938571333333333,34.5369305,multi_source_crossvalidated,0.82,500,Yala Town Council Offices,GEM IEBC office SIAYA county Kenya,1,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GEM to GEM (Score 100).,multi_source_consensus,0.438888888888889,0101000020E6100000CADC7C23BA444140F0B829660507B83F,2026-02-26 23:52:49.944202+00,2026-03-13 02:50:48.02855+00,,,,,,,82,,,,,,,,,,,Sawagongo High School,PDF,moderate,true,2026-03-13 02:50:47.74601+00,0.82
101,KIRINYAGA,101,GICHUGU,GICHUGU,All Saints Kianyaga ACK,Raimu Primary School,50,All Saints Kianyaga ACK,,,,Building,,"[""All Saints Kianyaga ACK opposite Raimu Primary School, GICHUGU, KIRINYAGA, Kenya"", ""Raimu Primary School, GICHUGU, KIRINYAGA, Kenya"", ""IEBC GICHUGU office, KIRINYAGA, Kenya"", ""All Saints Kianyaga ACK, GICHUGU, KIRINYAGA, Kenya"", ""GICHUGU IEBC office, KIRINYAGA County, Kenya"", ""GICHUGU Town, KIRINYAGA, Kenya""]",,-0.56622,37.41667,provider_refined:locationiq,0.6,500,"All Saints Cathedral, Kenyatta Avenue, Nairobi, Nairobi Area, P.O Box 40539 Nairobi, Nairobi City, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GICHUGU to GICHUGU (Score 100).,,,0101000020E6100000B79C4B7155B5424074EACA67791EE2BF,2026-02-26 23:49:18.621218+00,2026-03-12 18:29:13.591592+00,,,,,,,,,,,,,,,,,,Raimu Primary School,PDF,moderate,false,,
169,NAKURU,169,GILGIL,GILGIL,Hennsolex Building- Ground Floor- Gilgil Town,KPLC Gilgil,,Hennsolex - Ground Floor- Gilgil,,,,Building,,"[""Hennsolex Building- Ground Floor- Gilgil Town opposite KPLC Gilgil, GILGIL, NAKURU, Kenya"", ""KPLC Gilgil, GILGIL, NAKURU, Kenya"", ""IEBC GILGIL office, NAKURU, Kenya"", ""Hennsolex Building- Ground Floor- Gilgil Town, GILGIL, NAKURU, Kenya"", ""GILGIL IEBC office, NAKURU County, Kenya"", ""GILGIL Town, NAKURU, Kenya""]","KPLC Gilgil, GILGIL, NAKURU, Kenya",-0.4944,36.3222,tomtom,0.358823529411765,500,"Gilgil,Nakuru,Kenya","KPLC Gilgil, GILGIL, NAKURU, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched GILGIL to GILGIL (Score 100).,single_source,0.358823529411765,0101000020E6100000B7627FD93D294240151DC9E53FA4DFBF,2026-02-26 23:51:04.699181+00,2026-03-12 17:29:43.874913+00,,,,,,,35,,,,,,,,,,,Kplc Gilgil,PDF,moderate,false,,0.358823529411765
116,KIAMBU,116,GITHUNGURI,GITHUNGURI,DCC Compound,DCC Offices,7,Kiambu County Assembly,off,DCC Offices,,government,,"[""GITHUNGURI IEBC office KIAMBU county Kenya"", ""DCC Compound, GITHUNGURI, KIAMBU County, Kenya"", ""DCC Compound DCC Offices, KIAMBU County, Kenya"", ""DCC Offices, GITHUNGURI, KIAMBU County, Kenya"", ""DCC Compound, KIAMBU County, Kenya"", ""GITHUNGURI Town, KIAMBU County, Kenya""]","DCC Compound, KIAMBU County, Kenya",-1.0568,36.7717,multi_source_crossvalidated,0.78,500,Kiambu County Assembly,"DCC Compound, KIAMBU County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E61000005F29CB10C7624240D49AE61DA7E8F0BF,2026-02-26 23:49:40.187317+00,2026-03-13 02:19:05.011935+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Dcc Offices,PDF,moderate,true,2026-03-12 20:39:46.004626+00,0.78
459,Kiambu,116,GITHUNGURI,,"IEBC GITHUNGURI ",Near Kenyatta Road,,,,,,,,,,-1.0050736,36.802106,,,,,,,,,true,,,,0101000020E610000073F6CE68AB664240F32A210EC814F0BF,2026-03-15 13:00:48.692684+00,2026-03-15 13:00:48.692684+00,,,2026-03-15 13:00:48.692684+00,admin_nexus,admin_dashboard,,,92,,,,,,,,,,,,,false,,
213,VIHIGA,213,HAMISI,HAMISI,Hamisi Youth Empowerment Centre,Hamisi Sub-County Hospital,100,Hamisi Youth Empowerment,,Hamisi Sub-County Hospital,,hospital,,"[""HAMISI IEBC office VIHIGA county Kenya"", ""Hamisi Youth Empowerment Centre, HAMISI, VIHIGA County, Kenya"", ""Hamisi Youth Empowerment Centre near Hamisi Sub-County Hospital, VIHIGA County, Kenya"", ""Hamisi Youth Empowerment Centre at Hamisi Sub-County Hospital, VIHIGA County, Kenya"", ""Hamisi Sub-County Hospital, HAMISI, VIHIGA County, Kenya"", ""Hamisi Youth Empowerment, VIHIGA County, Kenya"", ""HAMISI Town, VIHIGA County, Kenya""]","Hamisi Sub-County Hospital, HAMISI, VIHIGA County, Kenya",0.07538,34.71006,multi_source_crossvalidated_v8,0.78,500,"Hamisi, Western","Hamisi Sub-County Hospital, HAMISI, VIHIGA County, Kenya",7,resolved,multi_source_v8_ham,true,Consensus from 4 sources: geocode_xyz. Spread: 0.00km,multi_source_consensus,0.78,0101000020E61000005019FF3EE35A414040C1C58A1A4CB33F,2026-02-26 23:52:22.153907+00,2026-03-12 22:21:05.962289+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Hamisi Sub-County Hospital,PDF,moderate,true,2026-03-12 22:21:05.783462+00,0.78
249,HOMA BAY,249,HOMA BAY TOWN,HOMA BAY TOWN,Behind CC's Complex in Homabay Town,County Commissioner's Office,,CC's Complex in Homabay,behind,County Commissioner's Office,,office,,"[""HOMA BAY TOWN IEBC office HOMA BAY county Kenya"", ""Behind CC's Complex in Homabay Town, HOMA BAY TOWN, HOMA BAY County, Kenya"", ""Behind CC's Complex in Homabay Town County Commissioner's Office, HOMA BAY County, Kenya"", ""County Commissioner's Office, HOMA BAY TOWN, HOMA BAY County, Kenya"", ""Behind CC's Complex in Homabay, HOMA BAY County, Kenya"", ""HOMA BAY TOWN Town, HOMA BAY County, Kenya""]","HOMA BAY TOWN Town, HOMA BAY County, Kenya",-0.5167,34.4667,multi_source_crossvalidated_v8,0.804762035066921,500,"Homa Bay, Homa Bay Town, Homa Bay, Kenya","HOMA BAY TOWN Town, HOMA BAY County, Kenya",6,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched HOMA BAY TOWN to HOMA BAY TOWN (Score 100).,single_source,0.343478260869565,0101000020E610000088855AD3BC3B41407FFB3A70CE88E0BF,2026-02-26 23:53:19.13483+00,2026-03-12 22:49:11.747362+00,,,,,,,80,,,,,,,,,,,County Commissioner'S Office,PDF,moderate,false,,0.804762035066921
52,MERU,52,IGEMBE CENTRAL,IGEMBE CENTRAL,Kangeta,DCC Office,100,Kangeta,,,,Building,,"[""Kangeta opposite DCC Office, IGEMBE CENTRAL, MERU, Kenya"", ""DCC Office, IGEMBE CENTRAL, MERU, Kenya"", ""IEBC IGEMBE CENTRAL office, MERU, Kenya"", ""Kangeta, IGEMBE CENTRAL, MERU, Kenya"", ""IGEMBE CENTRAL IEBC office, MERU County, Kenya"", ""IGEMBE CENTRAL Town, MERU, Kenya""]",,0.2,37.8,multi_source_consensus,0.3,500,Meru County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched IGEMBE CENTRAL to IGEMBE CENTRAL (Score 100).,,,0101000020E61000006666666666E642409A9999999999C93F,2026-02-26 23:48:07.568908+00,2026-03-12 19:35:41.346811+00,,,,,,,,,,,,,,,,,,Dcc Office,PDF,moderate,true,2026-03-12 02:16:22.528272+00,0.78
53,MERU,53,IGEMBE NORTH,IGEMBE NORTH,Laare,Kajuko Centre,500,Laare,,,,Building,,"[""Laare opposite Kajuko Centre, IGEMBE NORTH, MERU, Kenya"", ""Kajuko Centre, IGEMBE NORTH, MERU, Kenya"", ""IEBC IGEMBE NORTH office, MERU, Kenya"", ""Laare, IGEMBE NORTH, MERU, Kenya"", ""IGEMBE NORTH IEBC office, MERU County, Kenya"", ""IGEMBE NORTH Town, MERU, Kenya""]",,0.2833,37.9167,county_center_offset,0.3,500,Meru County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched IGEMBE NORTH to IGEMBE NORTH (Score 100).,,,0101000020E6100000211FF46C56F54240363CBD529621D23F,2026-02-26 23:48:08.588473+00,2026-03-12 19:22:51.024114+00,,,,,,,,,,,,,,,,,,Kajuko Centre,PDF,moderate,false,,
51,MERU,51,IGEMBE SOUTH,IGEMBE SOUTH,Maua Town,Maua Police Station,150,Maua,,,,Building,,"[""Maua Town opposite Maua Police Station, IGEMBE SOUTH, MERU, Kenya"", ""Maua Police Station, IGEMBE SOUTH, MERU, Kenya"", ""IEBC IGEMBE SOUTH office, MERU, Kenya"", ""Maua Town, IGEMBE SOUTH, MERU, Kenya"", ""IGEMBE SOUTH IEBC office, MERU County, Kenya"", ""IGEMBE SOUTH Town, MERU, Kenya""]",,0.15,37.7333,multi_source_consensus,0.3,500,Meru County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched IGEMBE SOUTH to IGEMBE SOUTH (Score 100).,,,0101000020E610000012143FC6DCDD4240333333333333C33F,2026-02-26 23:48:06.259696+00,2026-03-12 19:29:06.953672+00,,,,,,,,,,,,,,,,,,Maua Police Station,PDF,moderate,true,2026-03-12 02:16:12.949526+00,0.78
32,GARISSA,32,IJARA,IJARA,"Masalani Town, Next To Dc’s Office.",DC's Office,,"Masalani , Dc’s .",next to,,,Building,,"[""Masalani Town, Next To Dc\u2019s Office. opposite DC's Office, IJARA, GARISSA, Kenya"", ""DC's Office, IJARA, GARISSA, Kenya"", ""IEBC IJARA office, GARISSA, Kenya"", ""Masalani Town, Next To Dc\u2019s Office., IJARA, GARISSA, Kenya"", ""IJARA IEBC office, GARISSA County, Kenya"", ""IJARA Town, GARISSA, Kenya""]",,-1.59517,40.51444,tomtom,0.61924247742,500,"Ijara, North Eastern",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched IJARA to IJARA (Score 100).,,,0101000020E61000008BE07F2BD941444012F758FAD085F9BF,2026-02-26 23:47:40.015927+00,2026-03-12 19:05:52.599467+00,,,,,,,,,,,,,,,,,,Dc'S Office,PDF,moderate,false,,
210,KAKAMEGA,210,IKOLOMANI,IKOLOMANI,Sub-County Registrar of Persons Office Malinya Primary School,Malinya Primary School,,Sub-County Registrar of Persons Malinya Primary School,,,,Building,,"[""Sub-County Registrar of Persons Office Malinya Primary School opposite Malinya Primary School, IKOLOMANI, KAKAMEGA, Kenya"", ""Malinya Primary School, IKOLOMANI, KAKAMEGA, Kenya"", ""IEBC IKOLOMANI office, KAKAMEGA, Kenya"", ""Sub-County Registrar of Persons Office Malinya Primary School, IKOLOMANI, KAKAMEGA, Kenya"", ""IKOLOMANI IEBC office, KAKAMEGA County, Kenya"", ""IKOLOMANI Town, KAKAMEGA, Kenya""]",,0.1714,34.6228,county_center_offset,0.3,500,Kakamega County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched IKOLOMANI to IKOLOMANI (Score 100).,,,0101000020E610000072F90FE9B74F4140386744696FF0C53F,2026-02-26 23:52:19.752469+00,2026-03-12 19:43:41.963853+00,,,,,,,,,,,,,,,,,,Malinya Primary School,PDF,moderate,false,,
49,ISIOLO,49,ISIOLO NORTH,ISIOLO NORTH,Isiolo Town,Isiolo County Assembly,10,Isiolo,,Isiolo County Assembly,,Building,,"[""ISIOLO NORTH IEBC office ISIOLO county Kenya"", ""Isiolo Town, ISIOLO NORTH, ISIOLO County, Kenya"", ""Isiolo Town near Isiolo County Assembly, ISIOLO County, Kenya""]",ISIOLO NORTH IEBC office ISIOLO county Kenya,0.3544203,37.585535,multi_source_crossvalidated,0.82,500,Isiolo County Governor's Office,ISIOLO NORTH IEBC office ISIOLO county Kenya,3,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ISIOLO NORTH to ISIOLO NORTH (Score 100).,cross_validated,,0101000020E6100000E9D495CFF2CA4240EE76627BD2AED63F,2026-02-27 00:01:46.308095+00,2026-03-13 01:55:12.869821+00,,,,,,,82,,,,,,,,,,,Isiolo County Assembly,PDF,moderate,true,2026-03-13 01:55:12.60469+00,0.82
50,ISIOLO,50,ISIOLO SOUTH,ISIOLO SOUTH,Garbatulla Town,Catholic Mission Compound,,Garbatulla,at,Catholic Mission Compound,,Building,,"[""ISIOLO SOUTH IEBC office ISIOLO county Kenya"", ""Garbatulla Town, ISIOLO SOUTH, ISIOLO County, Kenya"", ""Garbatulla Town near Catholic Mission Compound, ISIOLO County, Kenya""]",ISIOLO SOUTH IEBC office ISIOLO county Kenya,0.3544203,37.585535,multi_source_crossvalidated,0.82,500,Isiolo County Governor's Office,ISIOLO SOUTH IEBC office ISIOLO county Kenya,3,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ISIOLO SOUTH to ISIOLO SOUTH (Score 100).,cross_validated,0.5,0101000020E6100000E9D495CFF2CA4240EE76627BD2AED63F,2026-02-26 23:48:05.093127+00,2026-03-13 01:55:33.384368+00,,,,,,,82,,,,,,,,,,,Catholic Mission Compound,PDF,moderate,true,2026-03-13 01:55:33.114422+00,0.82
2,MOMBASA,2,JOMVU,JOMVU,Mikindani Police Station,Mikindani Police Station,0,Mikindani,,,,Building,,"[""Mikindani Police Station opposite Mikindani Police Station, JOMVU, MOMBASA, Kenya"", ""Mikindani Police Station, JOMVU, MOMBASA, Kenya"", ""IEBC JOMVU office, MOMBASA, Kenya"", ""Mikindani Police Station, JOMVU, MOMBASA, Kenya"", ""JOMVU IEBC office, MOMBASA County, Kenya"", ""JOMVU Town, MOMBASA, Kenya""]","Mikindani Police Station near Mikindani Police Station, JOMVU, MOMBASA, Kenya",-4.0191,39.593,constituency_center,0.3625,500,"Eldama Ravine Police Station,Baringo,Kenya","Mikindani Police Station near Mikindani Police Station, JOMVU, MOMBASA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched JOMVU to JOMVU (Score 100).,single_source,0.3625,0101000020E610000096438B6CE7CB4340166A4DF38E1310C0,2026-02-26 23:46:59.454782+00,2026-03-12 17:13:41.403947+00,,,,,,,36,,,,,,,,,,,Mikindani Police Station,PDF,moderate,false,,0.3625
113,KIAMBU,113,JUJA,JUJA,Menja Vision Plaza,Behind Aga Khan Hospital,30,Kiambu County Assembly,behind,Aga Khan Hospital,,hospital,,"[""JUJA IEBC office KIAMBU county Kenya"", ""Menja Vision Plaza, JUJA, KIAMBU County, Kenya"", ""Menja Vision Plaza Behind Aga Khan Hospital, KIAMBU County, Kenya"", ""Behind Aga Khan Hospital, JUJA, KIAMBU County, Kenya"", ""Menja Vision Plaza, KIAMBU County, Kenya"", ""JUJA Town, KIAMBU County, Kenya""]","Menja Vision Plaza, KIAMBU County, Kenya",-1.1005,37.0134,multi_source_crossvalidated_v8,0.78,500,Kiambu County Assembly,"Menja Vision Plaza, KIAMBU County, Kenya",6,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E610000019E25817B7814240CFF753E3A59BF1BF,2026-02-26 23:49:36.240943+00,2026-03-13 02:19:05.481031+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Behind Aga Khan Hospital,PDF,moderate,true,2026-03-12 20:37:14.02775+00,0.78
